stimulus,condition,raw_score
155,Financial Advisor,55.125
158,Financial Advisor,44.625
159,Financial Advisor,40.5
162,Financial Advisor,46.1875
167,Financial Advisor,50.0
169,Financial Advisor,36.8125
174,Financial Advisor,35.1875
176,Financial Advisor,52.875
183,Financial Advisor,64.125
185,Financial Advisor,55.75
187,Financial Advisor,36.75
190,Financial Advisor,64.0
197,Financial Advisor,61.125
205,Financial Advisor,63.1875
206,Financial Advisor,37.9375
228,Financial Advisor,30.9375
237,Financial Advisor,51.125
240,Financial Advisor,61.6875
270,Financial Advisor,69.75
273,Financial Advisor,72.0
281,Financial Advisor,31.5625
294,Financial Advisor,44.375
298,Financial Advisor,37.8125
300,Financial Advisor,48.75
305,Financial Advisor,39.5
311,Financial Advisor,35.375
322,Financial Advisor,53.8125
336,Financial Advisor,49.9375
344,Financial Advisor,56.4375
347,Financial Advisor,52.5
348,Financial Advisor,59.25
364,Financial Advisor,42.4375
369,Financial Advisor,71.5
374,Financial Advisor,44.9375
378,Financial Advisor,48.5625
385,Financial Advisor,40.125
39,Financial Advisor,64.1875
408,Financial Advisor,38.8125
412,Financial Advisor,56.375
427,Financial Advisor,60.8125
433,Financial Advisor,49.1875
438,Financial Advisor,46.4375
440,Financial Advisor,34.0625
445,Financial Advisor,57.6875
45,Financial Advisor,54.875
465,Financial Advisor,38.5
466,Financial Advisor,62.6875
467,Financial Advisor,40.0625
477,Financial Advisor,59.0
480,Financial Advisor,45.25
485,Financial Advisor,44.625
48,Financial Advisor,41.875
493,Financial Advisor,29.0625
497,Financial Advisor,46.625
501,Financial Advisor,52.0625
502,Financial Advisor,43.25
50,Financial Advisor,48.625
512,Financial Advisor,53.625
526,Financial Advisor,53.375
527,Financial Advisor,34.875
535,Financial Advisor,48.125
53,Financial Advisor,26.1875
548,Financial Advisor,41.75
556,Financial Advisor,54.3125
559,Financial Advisor,44.5625
561,Financial Advisor,54.3125
562,Financial Advisor,60.9375
568,Financial Advisor,50.0625
579,Financial Advisor,46.3125
581,Financial Advisor,51.0
590,Financial Advisor,55.0625
594,Financial Advisor,40.6875
606,Financial Advisor,49.375
607,Financial Advisor,41.375
651,Financial Advisor,63.25
654,Financial Advisor,44.0625
65,Financial Advisor,24.1875
673,Financial Advisor,38.375
677,Financial Advisor,28.3125
682,Financial Advisor,31.875
687,Financial Advisor,64.75
694,Financial Advisor,54.875
70,Financial Advisor,44.3125
715,Financial Advisor,58.5
733,Financial Advisor,52.8125
737,Financial Advisor,42.8125
741,Financial Advisor,57.75
744,Financial Advisor,67.9375
754,Financial Advisor,37.0625
761,Financial Advisor,45.25
763,Financial Advisor,32.5
764,Financial Advisor,58.25
776,Financial Advisor,39.625
777,Financial Advisor,33.6875
778,Financial Advisor,38.8125
786,Financial Advisor,42.25
78,Financial Advisor,46.8125
792,Financial Advisor,45.1875
803,Financial Advisor,37.25
827,Financial Advisor,66.6875
82,Financial Advisor,62.125
839,Financial Advisor,32.1875
850,Financial Advisor,59.625
851,Financial Advisor,51.1875
864,Financial Advisor,43.4375
873,Financial Advisor,55.75
888,Financial Advisor,62.3125
890,Financial Advisor,43.0
915,Financial Advisor,46.5
924,Financial Advisor,59.4375
929,Financial Advisor,63.1875
934,Financial Advisor,60.9375
936,Financial Advisor,54.8125
938,Financial Advisor,55.1875
93,Financial Advisor,60.0625
939,Financial Advisor,58.75
949,Financial Advisor,67.3125
952,Financial Advisor,29.625
954,Financial Advisor,46.25
964,Financial Advisor,61.5
968,Financial Advisor,47.1875
96,Financial Advisor,55.6875
971,Financial Advisor,61.625
972,Financial Advisor,57.125
979,Financial Advisor,40.4375
986,Financial Advisor,62.5625
994,Financial Advisor,54.0625
0,Inventory Manager,54.84615384615385
1001,Inventory Manager,62.92307692307692
105,Inventory Manager,51.61538461538461
106,Inventory Manager,51.84615384615385
10,Inventory Manager,55.38461538461539
111,Inventory Manager,56.30769230769231
114,Inventory Manager,61.07692307692308
117,Inventory Manager,68.15384615384616
121,Inventory Manager,53.15384615384615
127,Inventory Manager,51.84615384615385
13,Inventory Manager,64.61538461538461
15,Inventory Manager,53.46153846153846
160,Inventory Manager,52.15384615384615
166,Inventory Manager,48.92307692307692
172,Inventory Manager,56.0
17,Inventory Manager,43.61538461538461
181,Inventory Manager,62.61538461538461
18,Inventory Manager,54.69230769230769
195,Inventory Manager,52.76923076923077
196,Inventory Manager,57.23076923076923
19,Inventory Manager,60.69230769230769
216,Inventory Manager,48.46153846153846
21,Inventory Manager,60.07692307692308
